846241.9, 827641.6, AD(BT) 1/F - 9/F
846245.2, 827642.1, AD(BT) 1/F - 10/F
846248.3, 827642.5, AW(BT) 1/F - 10/F
846250.2, 827642.8, AW(BT) 1/F - 10/F
846252.3, 827643.1, AW(BT) 1/F - 10/F
846254.8, 827643.4, AW(BT) 1/F - 10/F
846257.5, 827642.2, AW(BT) 1/F - 8/F
846252.1, 827624.6,  
846249.7, 827624.3,  
846247.8, 827624,  
846244.9, 827623.6,  
846242.2, 827622,  
846239.8, 827621.6,  
846238, 827621.4,  
846235.1, 827621,  
846229.8, 827621.2,  
846226.6, 827620.7,  
846224.8, 827620.5,  
846222.7, 827620.2,  
846220.1, 827619.8,  
846217.4, 827621.3,  
846256.7, 827641.3,  
846259.6, 827642.2, AW(BT) 1/F - 10/F
846262, 827641.3, AW(BT) 1/F - 8/F
846264.1, 827640.5, AW(BT) 1/F - 7/F
846265.8, 827639.8, AW(BT) 1/F - 7/F
846268.7, 827638.7, AD(BT) 1/F - 7/F
846271.8, 827637.5, AD(BT) 1/F - 7/F
846274.3, 827636.5, AW(BT) 1/F - 8/F
846276.1, 827635.8, AW(BT) 1/F - 9/F
846278.3, 827634.9, AW(BT) 1/F - 9/F
846280.1, 827634.3, AW(BT) 1/F - 10/F
846282.6, 827633.3, AD(BT) 1/F - 10/F
846285.7, 827632.1, AD(BT) 1/F - 10/F
846288.6, 827630.9, AW(BT) 1/F - 10/F
846290.4, 827630.3, AW(BT) 1/F - 10/F
846292.4, 827629.5, AW(BT) 1/F - 10/F
846294.8, 827628.6, AW(BT) 1/F - 10/F
846296.5, 827626.2,  
846284.3, 827613,  
846282.1, 827613.9,  
846280.3, 827614.5,  
846277.6, 827615.6,  
846274.4, 827615.5,  
846272.2, 827616.4,  
846270.4, 827617.1,  
846267.7, 827618.1,  
846263.2, 827620.9,  
846260.2, 827622,  
846258.5, 827622.7,  
846256.5, 827623.5,  
846254.2, 827624.3,  
846295.4, 827626.3,  
846298.8, 827625.7, AW(BT) 1/F - 7/F
846301, 827623.6, AW(BT) 1/F - 7/F
846302.3, 827622.3, AW(BT) 1/F - 7/F
846304.6, 827620.1, AD(BT) 1/F - 7/F
846307, 827617.8, AD(BT) 1/F - 7/F
846308.9, 827616, AW(BT) 1/F - 7/F
846310.3, 827614.6, AW(BT) 1/F - 7/F
846313.8, 827612, AW(BT) 1/F - 7/F
846314.6, 827610.3, AW(BT) 1/F - 7/F
846315.8, 827607.8, AD(BT) 1/F - 7/F
846317.3, 827604.9, AD(BT) 1/F - 7/F
846318.7, 827602.1, AW(BT) 1/F - 7/F
846319.5, 827600.4, AW(BT) 1/F - 7/F
846320.5, 827598.4, AW(BT) 1/F - 7/F
846319.2, 827595.6,  
846317.1, 827592.6,  
846311.9, 827591.2,  
846309.3, 827589.9,  
846307.5, 827589.1,  
846304.2, 827590.9,  
846298.9, 827598.5,  
846296.8, 827600.5,  
846295.5, 827601.8,  
846293.8, 827603.4,  
846292.5, 827606.4,  
846290.4, 827608.4,  
846289, 827609.7,  
846287.3, 827611.4,  
846232.3, 827528.4,  
846231.5, 827531.4,  
846232.5, 827533.8,  
846233.2, 827535.5,  
846234.3, 827538.2,  
846236.1, 827542.6,  
846237.6, 827546.2,  
846238.8, 827549.1,  
846239.5, 827550.9,  
846240.6, 827553.4,  
846241.6, 827555.8,  
846242.5, 827557.9,  
846243.2, 827559.6,  
846244.3, 827562.2,  
846245.4, 827564.9,  
846246.5, 827567.5,  
846247.2, 827569.2,  
846248.1, 827571.4,  
846250.8, 827572.9,  
846252, 827574.4,  
846253.8, 827575.9,  
846255.2, 827577,  
846257.5, 827578.8,  
846259.7, 827580.7,  
846261.9, 827582.5,  
846263.3, 827583.6,  
846265.1, 827585.1,  
846267.1, 827586.7,  
846268.9, 827588.2,  
